season,date,home_team,away_team,home_goals,away_goals
Championnat D1 2012/2013,09.02.2013,Garde Nationale,Ksar,1,1
Championnat D1 2012/2013,08.02.2013,Imraguens,Nouakchott King's,1,1
Championnat D1 2012/2013,08.02.2013,Ittihad Assaba,Nouadhibou,1,2
Championnat D1 2012/2013,08.02.2013,Trarza Nadi Sporting,SNIM,3,0
Championnat D1 2012/2013,07.02.2013,Armee,Tidjikja,0,0
Championnat D1 2012/2013,07.02.2013,Police,Kedia,1,1
Championnat D1 2012/2013,02.02.2013,Nouakchott King's,Trarza Nadi Sporting,2,1
Championnat D1 2012/2013,02.02.2013,SNIM,ASAC Concorde,1,1
Championnat D1 2012/2013,02.02.2013,Tidjikja,Ittihad Assaba,4,1
Championnat D1 2012/2013,01.02.2013,Kedia,Imraguens,1,0
Championnat D1 2012/2013,01.02.2013,Ksar,Armee,0,0
Championnat D1 2012/2013,01.02.2013,Nouadhibou,Police,4,0
Championnat D1 2012/2013,01.02.2013,Tevragh-Zeina,Garde Nationale,4,0
Championnat D1 2012/2013,25.01.2013,Kedia,Tevragh-Zeina,0,0
Championnat D1 2012/2013,19.01.2013,Garde Nationale,ASAC Concorde,0,3
Championnat D1 2012/2013,19.01.2013,Nouakchott King's,SNIM,1,3
Championnat D1 2012/2013,18.01.2013,Armee,Tevragh-Zeina,0,2
Championnat D1 2012/2013,18.01.2013,Imraguens,Nouadhibou,1,1
Championnat D1 2012/2013,18.01.2013,Ittihad Assaba,Ksar,1,1
Championnat D1 2012/2013,18.01.2013,Police,Tidjikja,0,2
Championnat D1 2012/2013,18.01.2013,Trarza Nadi Sporting,Kedia,0,1
Championnat D1 2012/2013,12.01.2013,ASAC Concorde,Armee,1,1
Championnat D1 2012/2013,12.01.2013,SNIM,Garde Nationale,1,0
Championnat D1 2012/2013,12.01.2013,Tidjikja,Imraguens,4,0
Championnat D1 2012/2013,11.01.2013,Kedia,Nouakchott King's,0,0
Championnat D1 2012/2013,11.01.2013,Ksar,Police,2,0
Championnat D1 2012/2013,11.01.2013,Nouadhibou,Trarza Nadi Sporting,2,0
Championnat D1 2012/2013,11.01.2013,Tevragh-Zeina,Ittihad Assaba,4,0
Championnat D1 2012/2013,05.01.2013,Armee,Garde Nationale,0,0
Championnat D1 2012/2013,05.01.2013,Nouakchott King's,Nouadhibou,1,2
Championnat D1 2012/2013,04.01.2013,Imraguens,Ksar,0,2
Championnat D1 2012/2013,04.01.2013,Ittihad Assaba,ASAC Concorde,1,1
Championnat D1 2012/2013,04.01.2013,Kedia,SNIM,2,1
Championnat D1 2012/2013,04.01.2013,Police,Tevragh-Zeina,0,0
Championnat D1 2012/2013,04.01.2013,Trarza Nadi Sporting,Tidjikja,0,1
Championnat D1 2012/2013,29.12.2012,ASAC Concorde,Police,2,0
Championnat D1 2012/2013,29.12.2012,SNIM,Armee,5,0
Championnat D1 2012/2013,29.12.2012,Tevragh-Zeina,Imraguens,3,2
Championnat D1 2012/2013,29.12.2012,Tidjikja,Nouakchott King's,3,2
Championnat D1 2012/2013,28.12.2012,Garde Nationale,Ittihad Assaba,1,0
Championnat D1 2012/2013,28.12.2012,Ksar,Trarza Nadi Sporting,1,1
Championnat D1 2012/2013,28.12.2012,Nouadhibou,Kedia,4,1
Championnat D1 2012/2013,22.12.2012,Nouadhibou,SNIM,3,1
Championnat D1 2012/2013,21.12.2012,Imraguens,ASAC Concorde,0,3
Championnat D1 2012/2013,21.12.2012,Ittihad Assaba,Armee,1,1
Championnat D1 2012/2013,21.12.2012,Kedia,Tidjikja,0,0
Championnat D1 2012/2013,21.12.2012,Nouakchott King's,Ksar,1,3
Championnat D1 2012/2013,21.12.2012,Police,Garde Nationale,1,1
Championnat D1 2012/2013,21.12.2012,Trarza Nadi Sporting,Tevragh-Zeina,1,0
Championnat D1 2012/2013,08.12.2012,Armee,Police,1,1
Championnat D1 2012/2013,08.12.2012,ASAC Concorde,Trarza Nadi Sporting,4,1
Championnat D1 2012/2013,07.12.2012,Garde Nationale,Imraguens,3,1
Championnat D1 2012/2013,07.12.2012,Ksar,Kedia,2,0
Championnat D1 2012/2013,07.12.2012,SNIM,Ittihad Assaba,2,1
Championnat D1 2012/2013,07.12.2012,Tevragh-Zeina,Nouakchott King's,4,1
Championnat D1 2012/2013,06.12.2012,Tidjikja,Nouadhibou,0,1
Championnat D1 2012/2013,23.11.2012,Nouadhibou,Ksar,0,1
Championnat D1 2012/2013,23.11.2012,Nouakchott King's,ASAC Concorde,0,3
Championnat D1 2012/2013,17.11.2012,Tidjikja,SNIM,1,2
Championnat D1 2012/2013,16.11.2012,Imraguens,Armee,3,2
Championnat D1 2012/2013,16.11.2012,Police,Ittihad Assaba,0,0
Championnat D1 2012/2013,16.11.2012,Trarza Nadi Sporting,Garde Nationale,1,1
Championnat D1 2012/2013,13.11.2012,Tevragh-Zeina,Nouadhibou,1,1
Championnat D1 2012/2013,12.11.2012,ASAC Concorde,Kedia,4,1
Championnat D1 2012/2013,10.11.2012,Armee,Trarza Nadi Sporting,0,1
Championnat D1 2012/2013,10.11.2012,Garde Nationale,Nouakchott King's,2,2
Championnat D1 2012/2013,09.11.2012,Ittihad Assaba,Imraguens,3,0
Championnat D1 2012/2013,09.11.2012,Ksar,Tidjikja,2,1
Championnat D1 2012/2013,09.11.2012,SNIM,Police,4,0
Championnat D1 2012/2013,03.11.2012,Armee,Nouakchott King's,0,1
Championnat D1 2012/2013,03.11.2012,Nouadhibou,ASAC Concorde,0,0
Championnat D1 2012/2013,03.11.2012,Tidjikja,Tevragh-Zeina,1,1
Championnat D1 2012/2013,02.11.2012,Imraguens,Police,0,3
Championnat D1 2012/2013,02.11.2012,Kedia,Garde Nationale,2,2
Championnat D1 2012/2013,02.11.2012,Ksar,SNIM,1,1
Championnat D1 2012/2013,02.11.2012,Trarza Nadi Sporting,Ittihad Assaba,0,0
Championnat D1 2012/2013,24.10.2012,Tevragh-Zeina,Ksar,0,3
Championnat D1 2012/2013,20.10.2012,ASAC Concorde,Tidjikja,0,3
Championnat D1 2012/2013,20.10.2012,Garde Nationale,Nouadhibou,1,6
Championnat D1 2012/2013,20.10.2012,Ittihad Assaba,Nouakchott King's,0,0
Championnat D1 2012/2013,19.10.2012,SNIM,Imraguens,0,3
Championnat D1 2012/2013,18.10.2012,Armee,Kedia,3,0
Championnat D1 2012/2013,18.10.2012,Police,Trarza Nadi Sporting,2,1
Championnat D1 2013/2014,20.06.2014,ASAC Concorde,Kedia,5,3
Championnat D1 2013/2014,20.06.2014,Ksar,Tevragh-Zeina,2,6
Championnat D1 2013/2014,20.06.2014,SNIM,Nouadhibou,0,3
Championnat D1 2013/2014,17.06.2014,Tevragh-Zeina,Kedia,2,3
Championnat D1 2013/2014,16.06.2014,Nouadhibou,Ksar,2,0
Championnat D1 2013/2014,16.06.2014,SNIM,ASAC Concorde,2,3
Championnat D1 2013/2014,13.06.2014,Kedia,Nouadhibou,1,2
Championnat D1 2013/2014,12.06.2014,ASAC Concorde,Tevragh-Zeina,2,0
Championnat D1 2013/2014,12.06.2014,Ksar,SNIM,1,0
Championnat D1 2013/2014,08.06.2014,Ksar,Kedia,2,1
Championnat D1 2013/2014,08.06.2014,Nouadhibou,ASAC Concorde,3,0
Championnat D1 2013/2014,08.06.2014,SNIM,Tevragh-Zeina,0,1
Championnat D1 2013/2014,31.05.2014,ASAC Concorde,Ksar,1,4
Championnat D1 2013/2014,30.05.2014,Kedia,SNIM,1,2
Championnat D1 2013/2014,30.05.2014,Tevragh-Zeina,Nouadhibou,1,2
Championnat D1 2013/2014,27.05.2014,Kedia,ASAC Concorde,0,1
Championnat D1 2013/2014,26.05.2014,Nouadhibou,SNIM,0,0
Championnat D1 2013/2014,26.05.2014,Tevragh-Zeina,Ksar,1,2
Championnat D1 2013/2014,23.05.2014,Kedia,Tevragh-Zeina,1,0
Championnat D1 2013/2014,22.05.2014,ASAC Concorde,SNIM,1,0
Championnat D1 2013/2014,22.05.2014,Ksar,Nouadhibou,1,1
Championnat D1 2013/2014,18.05.2014,Nouadhibou,Kedia,1,0
Championnat D1 2013/2014,18.05.2014,SNIM,Ksar,1,1
Championnat D1 2013/2014,18.05.2014,Tevragh-Zeina,ASAC Concorde,1,0
Championnat D1 2013/2014,13.05.2014,ASAC Concorde,Nouadhibou,1,1
Championnat D1 2013/2014,13.05.2014,Kedia,Ksar,2,1
Championnat D1 2013/2014,13.05.2014,Tevragh-Zeina,SNIM,1,0
Championnat D1 2013/2014,08.05.2014,Ksar,ASAC Concorde,0,1
Championnat D1 2013/2014,08.05.2014,Nouadhibou,Tevragh-Zeina,2,0
Championnat D1 2013/2014,08.05.2014,SNIM,Kedia,0,0
Championnat D1 2014/2015,20.05.2015,ASAC Concorde,Kaedi,6,1
Championnat D1 2014/2015,20.05.2015,Nouadhibou,Ksar,0,0
Championnat D1 2014/2015,19.05.2015,Armee,Gueumeul,2,1
Championnat D1 2014/2015,19.05.2015,Ittihad Assaba,Tidjikja,0,1
Championnat D1 2014/2015,19.05.2015,Nouakchott King's,Kedia,0,1
Championnat D1 2014/2015,19.05.2015,Selibaby,Tevragh-Zeina,0,4
Championnat D1 2014/2015,19.05.2015,SNIM,Police,1,1
Championnat D1 2014/2015,16.05.2015,Armee,Selibaby,9,1
Championnat D1 2014/2015,16.05.2015,Gueumeul,Ksar,0,1
Championnat D1 2014/2015,16.05.2015,Kaedi,SNIM,0,2
Championnat D1 2014/2015,16.05.2015,Kedia,Ittihad Assaba,2,1
Championnat D1 2014/2015,16.05.2015,Tevragh-Zeina,ASAC Concorde,1,0
Championnat D1 2014/2015,16.05.2015,Tidjikja,Nouadhibou,1,2
Championnat D1 2014/2015,15.05.2015,Police,Nouakchott King's,0,0
Championnat D1 2014/2015,11.05.2015,ASAC Concorde,Armee,0,1
Championnat D1 2014/2015,11.05.2015,SNIM,Tevragh-Zeina,1,0
Championnat D1 2014/2015,10.05.2015,Ittihad Assaba,Police,2,1
Championnat D1 2014/2015,10.05.2015,Ksar,Tidjikja,2,1
Championnat D1 2014/2015,10.05.2015,Nouadhibou,Kedia,6,0
Championnat D1 2014/2015,10.05.2015,Nouakchott King's,Kaedi,2,0
Championnat D1 2014/2015,10.05.2015,Selibaby,Gueumeul,0,3
Championnat D1 2014/2015,05.05.2015,Armee,SNIM,1,5
Championnat D1 2014/2015,05.05.2015,Tevragh-Zeina,Nouakchott King's,3,0
Championnat D1 2014/2015,04.05.2015,Gueumeul,Tidjikja,0,1
Championnat D1 2014/2015,04.05.2015,Kaedi,Ittihad Assaba,2,0
Championnat D1 2014/2015,04.05.2015,Kedia,Ksar,0,0
Championnat D1 2014/2015,04.05.2015,Police,Nouadhibou,3,5
Championnat D1 2014/2015,04.05.2015,Selibaby,ASAC Concorde,2,5
Championnat D1 2014/2015,29.04.2015,ASAC Concorde,Gueumeul,3,0
Championnat D1 2014/2015,29.04.2015,Tidjikja,Kedia,4,1
Championnat D1 2014/2015,28.04.2015,Ittihad Assaba,Tevragh-Zeina,0,3
Championnat D1 2014/2015,28.04.2015,Ksar,Police,2,0
Championnat D1 2014/2015,28.04.2015,Nouadhibou,Kaedi,6,0
Championnat D1 2014/2015,28.04.2015,Nouakchott King's,Armee,3,0
Championnat D1 2014/2015,28.04.2015,SNIM,Selibaby,6,0
Championnat D1 2014/2015,24.04.2015,Police,Tidjikja,2,0
Championnat D1 2014/2015,24.04.2015,Tevragh-Zeina,Nouadhibou,2,0
Championnat D1 2014/2015,23.04.2015,Armee,Ittihad Assaba,1,2
Championnat D1 2014/2015,23.04.2015,ASAC Concorde,SNIM,2,1
Championnat D1 2014/2015,23.04.2015,Gueumeul,Kedia,1,1
Championnat D1 2014/2015,23.04.2015,Kaedi,Ksar,0,3
Championnat D1 2014/2015,23.04.2015,Selibaby,Nouakchott King's,0,0
Championnat D1 2014/2015,19.04.2015,Ksar,Tevragh-Zeina,2,2
Championnat D1 2014/2015,19.04.2015,Nouadhibou,Armee,1,0
Championnat D1 2014/2015,18.04.2015,Ittihad Assaba,Selibaby,2,0
Championnat D1 2014/2015,18.04.2015,Kedia,Police,2,0
Championnat D1 2014/2015,18.04.2015,Nouakchott King's,ASAC Concorde,0,4
Championnat D1 2014/2015,18.04.2015,SNIM,Gueumeul,2,1
Championnat D1 2014/2015,18.04.2015,Tidjikja,Kaedi,6,2
Championnat D1 2014/2015,05.04.2015,Armee,Ksar,0,3
Championnat D1 2014/2015,05.04.2015,ASAC Concorde,Ittihad Assaba,3,0
Championnat D1 2014/2015,04.04.2015,Gueumeul,Police,2,0
Championnat D1 2014/2015,04.04.2015,Kaedi,Kedia,2,2
Championnat D1 2014/2015,04.04.2015,Selibaby,Nouadhibou,0,5
Championnat D1 2014/2015,04.04.2015,SNIM,Nouakchott King's,1,0
Championnat D1 2014/2015,04.04.2015,Tevragh-Zeina,Tidjikja,1,1
Championnat D1 2014/2015,21.03.2015,Nouakchott King's,Gueumeul,1,1
Championnat D1 2014/2015,21.03.2015,Police,Kaedi,2,1
Championnat D1 2014/2015,20.03.2015,Ittihad Assaba,SNIM,1,2
Championnat D1 2014/2015,20.03.2015,Kedia,Tevragh-Zeina,0,1
Championnat D1 2014/2015,20.03.2015,Ksar,Selibaby,4,1
Championnat D1 2014/2015,20.03.2015,Nouadhibou,ASAC Concorde,1,0
Championnat D1 2014/2015,20.03.2015,Tidjikja,Armee,2,2
Championnat D1 2014/2015,15.03.2015,Armee,Kedia,0,0
Championnat D1 2014/2015,15.03.2015,Tevragh-Zeina,Police,2,1
Championnat D1 2014/2015,14.03.2015,ASAC Concorde,Ksar,1,4
Championnat D1 2014/2015,14.03.2015,Gueumeul,Kaedi,3,1
Championnat D1 2014/2015,14.03.2015,Nouakchott King's,Ittihad Assaba,0,0
Championnat D1 2014/2015,14.03.2015,Selibaby,Tidjikja,0,1
Championnat D1 2014/2015,14.03.2015,SNIM,Nouadhibou,1,1
Championnat D1 2014/2015,08.03.2015,Police,Armee,1,1
Championnat D1 2014/2015,07.03.2015,Ittihad Assaba,Gueumeul,0,2
Championnat D1 2014/2015,07.03.2015,Kaedi,Tevragh-Zeina,1,4
Championnat D1 2014/2015,07.03.2015,Kedia,Selibaby,5,0
Championnat D1 2014/2015,07.03.2015,Ksar,SNIM,0,0
Championnat D1 2014/2015,07.03.2015,Nouadhibou,Nouakchott King's,3,1
Championnat D1 2014/2015,07.03.2015,Tidjikja,ASAC Concorde,3,1
Championnat D1 2014/2015,01.03.2015,Nouakchott King's,Ksar,0,2
Championnat D1 2014/2015,28.02.2015,Armee,Kaedi,0,1
Championnat D1 2014/2015,28.02.2015,ASAC Concorde,Kedia,3,1
Championnat D1 2014/2015,28.02.2015,Gueumeul,Tevragh-Zeina,0,1
Championnat D1 2014/2015,28.02.2015,Ittihad Assaba,Nouadhibou,0,2
Championnat D1 2014/2015,28.02.2015,Selibaby,Police,0,2
Championnat D1 2014/2015,28.02.2015,SNIM,Tidjikja,5,2
Championnat D1 2014/2015,15.02.2015,Police,ASAC Concorde,0,0
Championnat D1 2014/2015,15.02.2015,Tidjikja,Nouakchott King's,0,2
Championnat D1 2014/2015,14.02.2015,Kaedi,Selibaby,2,0
Championnat D1 2014/2015,14.02.2015,Kedia,SNIM,1,3
Championnat D1 2014/2015,14.02.2015,Ksar,Ittihad Assaba,1,0
Championnat D1 2014/2015,14.02.2015,Nouadhibou,Gueumeul,2,0
Championnat D1 2014/2015,14.02.2015,Tevragh-Zeina,Armee,2,2
Championnat D1 2014/2015,11.02.2015,Police,SNIM,1,3
Championnat D1 2014/2015,11.02.2015,Tidjikja,Ittihad Assaba,1,2
Championnat D1 2014/2015,10.02.2015,Gueumeul,Armee,1,1
Championnat D1 2014/2015,10.02.2015,Kaedi,ASAC Concorde,1,2
Championnat D1 2014/2015,10.02.2015,Kedia,Nouakchott King's,2,0
Championnat D1 2014/2015,10.02.2015,Ksar,Nouadhibou,1,0
Championnat D1 2014/2015,10.02.2015,Tevragh-Zeina,Selibaby,5,1
Championnat D1 2014/2015,24.01.2015,Ksar,Gueumeul,1,1
Championnat D1 2014/2015,24.01.2015,Nouadhibou,Tidjikja,0,2
Championnat D1 2014/2015,23.01.2015,ASAC Concorde,Tevragh-Zeina,0,0
Championnat D1 2014/2015,23.01.2015,Ittihad Assaba,Kedia,0,0
Championnat D1 2014/2015,23.01.2015,Nouakchott King's,Police,3,2
Championnat D1 2014/2015,23.01.2015,Selibaby,Armee,1,2
Championnat D1 2014/2015,23.01.2015,SNIM,Kaedi,4,1
Championnat D1 2014/2015,18.01.2015,Armee,ASAC Concorde,1,1
Championnat D1 2014/2015,18.01.2015,Tidjikja,Ksar,1,0
Championnat D1 2014/2015,17.01.2015,Gueumeul,Selibaby,1,1
Championnat D1 2014/2015,17.01.2015,Kaedi,Nouakchott King's,0,1
Championnat D1 2014/2015,17.01.2015,Kedia,Nouadhibou,0,0
Championnat D1 2014/2015,17.01.2015,Police,Ittihad Assaba,2,3
Championnat D1 2014/2015,17.01.2015,Tevragh-Zeina,SNIM,2,0
Championnat D1 2014/2015,11.01.2015,ASAC Concorde,Selibaby,7,0
Championnat D1 2014/2015,11.01.2015,Nouadhibou,Police,3,1
Championnat D1 2014/2015,11.01.2015,Nouakchott King's,Tevragh-Zeina,0,1
Championnat D1 2014/2015,10.01.2015,Ittihad Assaba,Kaedi,0,0
Championnat D1 2014/2015,10.01.2015,Ksar,Kedia,8,0
Championnat D1 2014/2015,10.01.2015,SNIM,Armee,2,0
Championnat D1 2014/2015,10.01.2015,Tidjikja,Gueumeul,1,1
Championnat D1 2014/2015,28.12.2014,Armee,Nouakchott King's,1,1
Championnat D1 2014/2015,27.12.2014,Gueumeul,ASAC Concorde,0,0
Championnat D1 2014/2015,27.12.2014,Kaedi,Nouadhibou,0,1
Championnat D1 2014/2015,27.12.2014,Kedia,Tidjikja,0,1
Championnat D1 2014/2015,27.12.2014,Police,Ksar,1,2
Championnat D1 2014/2015,27.12.2014,Selibaby,SNIM,0,4
Championnat D1 2014/2015,27.12.2014,Tevragh-Zeina,Ittihad Assaba,3,0
Championnat D1 2014/2015,21.12.2014,Ksar,Kaedi,4,1
Championnat D1 2014/2015,21.12.2014,Nouadhibou,Tevragh-Zeina,0,0
Championnat D1 2014/2015,20.12.2014,Ittihad Assaba,Armee,0,0
Championnat D1 2014/2015,20.12.2014,Kedia,Gueumeul,1,0
Championnat D1 2014/2015,20.12.2014,Nouakchott King's,Selibaby,1,0
Championnat D1 2014/2015,20.12.2014,SNIM,ASAC Concorde,0,1
Championnat D1 2014/2015,20.12.2014,Tidjikja,Police,2,1
Championnat D1 2014/2015,14.12.2014,ASAC Concorde,Nouakchott King's,0,0
Championnat D1 2014/2015,14.12.2014,Police,Kedia,1,1
Championnat D1 2014/2015,13.12.2014,Armee,Nouadhibou,2,0
Championnat D1 2014/2015,13.12.2014,Gueumeul,SNIM,0,0
Championnat D1 2014/2015,13.12.2014,Kaedi,Tidjikja,1,1
Championnat D1 2014/2015,13.12.2014,Selibaby,Ittihad Assaba,2,0
Championnat D1 2014/2015,13.12.2014,Tevragh-Zeina,Ksar,1,1
Championnat D1 2014/2015,07.12.2014,Nouakchott King's,SNIM,0,2
Championnat D1 2014/2015,07.12.2014,Police,Gueumeul,4,1
Championnat D1 2014/2015,06.12.2014,Ittihad Assaba,ASAC Concorde,0,2
Championnat D1 2014/2015,06.12.2014,Kedia,Kaedi,2,0
Championnat D1 2014/2015,06.12.2014,Ksar,Armee,1,0
Championnat D1 2014/2015,06.12.2014,Nouadhibou,Selibaby,3,0
Championnat D1 2014/2015,06.12.2014,Tidjikja,Tevragh-Zeina,0,2
Championnat D1 2014/2015,23.11.2014,Armee,Tidjikja,1,1
Championnat D1 2014/2015,22.11.2014,ASAC Concorde,Nouadhibou,1,0
Championnat D1 2014/2015,22.11.2014,Kaedi,Police,1,1
Championnat D1 2014/2015,22.11.2014,Nouakchott King's,Gueumeul,1,1
Championnat D1 2014/2015,22.11.2014,Selibaby,Ksar,0,6
Championnat D1 2014/2015,22.11.2014,SNIM,Ittihad Assaba,4,2
Championnat D1 2014/2015,22.11.2014,Tevragh-Zeina,Kedia,3,1
Championnat D1 2014/2015,16.11.2014,Ksar,ASAC Concorde,1,1
Championnat D1 2014/2015,15.11.2014,Ittihad Assaba,Nouakchott King's,1,0
Championnat D1 2014/2015,15.11.2014,Kaedi,Gueumeul,0,2
Championnat D1 2014/2015,15.11.2014,Kedia,Armee,0,2
Championnat D1 2014/2015,15.11.2014,Nouadhibou,SNIM,0,0
Championnat D1 2014/2015,15.11.2014,Police,Tevragh-Zeina,0,5
Championnat D1 2014/2015,15.11.2014,Tidjikja,Selibaby,3,2
Championnat D1 2014/2015,09.11.2014,Nouakchott King's,Nouadhibou,1,3
Championnat D1 2014/2015,09.11.2014,Tevragh-Zeina,Kaedi,1,0
Championnat D1 2014/2015,08.11.2014,Armee,Police,0,1
Championnat D1 2014/2015,08.11.2014,ASAC Concorde,Tidjikja,1,0
Championnat D1 2014/2015,08.11.2014,Gueumeul,Ittihad Assaba,0,1
Championnat D1 2014/2015,08.11.2014,Selibaby,Kedia,1,1
Championnat D1 2014/2015,08.11.2014,SNIM,Ksar,1,0
Championnat D1 2014/2015,02.11.2014,Police,Selibaby,3,1
Championnat D1 2014/2015,02.11.2014,Tidjikja,SNIM,0,1
Championnat D1 2014/2015,01.11.2014,Kaedi,Armee,1,3
Championnat D1 2014/2015,01.11.2014,Kedia,ASAC Concorde,1,2
Championnat D1 2014/2015,01.11.2014,Ksar,Nouakchott King's,5,1
Championnat D1 2014/2015,01.11.2014,Nouadhibou,Ittihad Assaba,0,0
Championnat D1 2014/2015,01.11.2014,Tevragh-Zeina,Gueumeul,1,0
Championnat D1 2014/2015,26.10.2014,Armee,Tevragh-Zeina,3,2
Championnat D1 2014/2015,25.10.2014,ASAC Concorde,Police,2,1
Championnat D1 2014/2015,25.10.2014,Gueumeul,Nouadhibou,1,0
Championnat D1 2014/2015,25.10.2014,Ittihad Assaba,Ksar,0,0
Championnat D1 2014/2015,25.10.2014,Nouakchott King's,Tidjikja,0,0
Championnat D1 2014/2015,25.10.2014,Selibaby,Kaedi,0,1
Championnat D1 2014/2015,25.10.2014,SNIM,Kedia,3,1
Championnat D1 2015/2016,17.05.2016,ASAC Concorde,Tevragh-Zeina,3,1
Championnat D1 2015/2016,17.05.2016,Kedia,Ksar,1,1
Championnat D1 2015/2016,17.05.2016,Nouadhibou,Ittihad Assaba,10,0
Championnat D1 2015/2016,17.05.2016,Nouakchott King's,Police,2,0
Championnat D1 2015/2016,16.05.2016,Tidjikja,Garde Nationale,1,0
Championnat D1 2015/2016,16.05.2016,Toujounine,SNIM,0,3
Championnat D1 2015/2016,10.05.2016,Garde Nationale,Ksar,0,2
Championnat D1 2015/2016,10.05.2016,Police,Armee,3,0
Championnat D1 2015/2016,10.05.2016,SNIM,Nouakchott King's,0,0
Championnat D1 2015/2016,10.05.2016,Tevragh-Zeina,Toujounine,3,0
Championnat D1 2015/2016,10.05.2016,Tidjikja,ASAC Concorde,1,1
Championnat D1 2015/2016,09.05.2016,Ittihad Assaba,Kedia,1,1
Championnat D1 2015/2016,06.05.2016,Armee,SNIM,1,1
Championnat D1 2015/2016,06.05.2016,ASAC Concorde,Garde Nationale,1,1
Championnat D1 2015/2016,06.05.2016,Nouadhibou,Police,0,1
Championnat D1 2015/2016,06.05.2016,Nouakchott King's,Tevragh-Zeina,0,1
Championnat D1 2015/2016,06.05.2016,Toujounine,Tidjikja,0,1
Championnat D1 2015/2016,05.05.2016,Ksar,Ittihad Assaba,2,0
Championnat D1 2015/2016,02.05.2016,ASAC Concorde,Toujounine,0,0
Championnat D1 2015/2016,02.05.2016,SNIM,Nouadhibou,2,3
Championnat D1 2015/2016,02.05.2016,Tevragh-Zeina,Armee,2,1
Championnat D1 2015/2016,02.05.2016,Tidjikja,Nouakchott King's,2,1
Championnat D1 2015/2016,01.05.2016,Garde Nationale,Ittihad Assaba,5,1
Championnat D1 2015/2016,01.05.2016,Police,Kedia,2,0
Championnat D1 2015/2016,28.04.2016,Armee,Tidjikja,0,1
Championnat D1 2015/2016,28.04.2016,Garde Nationale,Toujounine,2,2
Championnat D1 2015/2016,28.04.2016,Kedia,SNIM,2,1
Championnat D1 2015/2016,28.04.2016,Nouadhibou,Tevragh-Zeina,0,1
Championnat D1 2015/2016,28.04.2016,Nouakchott King's,ASAC Concorde,0,1
Championnat D1 2015/2016,27.04.2016,Ksar,Police,2,1
Championnat D1 2015/2016,12.04.2016,ASAC Concorde,Armee,1,0
Championnat D1 2015/2016,12.04.2016,SNIM,Ksar,3,0
Championnat D1 2015/2016,12.04.2016,Tevragh-Zeina,Kedia,5,0
Championnat D1 2015/2016,12.04.2016,Tidjikja,Nouadhibou,1,2
Championnat D1 2015/2016,09.04.2016,Police,Ittihad Assaba,2,1
Championnat D1 2015/2016,09.04.2016,Toujounine,Nouakchott King's,0,2
Championnat D1 2015/2016,08.04.2016,Kedia,Tidjikja,1,2
Championnat D1 2015/2016,08.04.2016,Ksar,Tevragh-Zeina,0,1
Championnat D1 2015/2016,08.04.2016,Nouadhibou,ASAC Concorde,1,1
Championnat D1 2015/2016,03.04.2016,Armee,Toujounine,0,1
Championnat D1 2015/2016,02.04.2016,Ittihad Assaba,SNIM,0,0
Championnat D1 2015/2016,02.04.2016,Nouakchott King's,Garde Nationale,2,2
Championnat D1 2015/2016,20.03.2016,Garde Nationale,Police,1,0
Championnat D1 2015/2016,19.03.2016,ASAC Concorde,Kedia,2,1
Championnat D1 2015/2016,19.03.2016,Nouakchott King's,Armee,0,0
Championnat D1 2015/2016,19.03.2016,Toujounine,Nouadhibou,1,4
Championnat D1 2015/2016,18.03.2016,Tevragh-Zeina,Ittihad Assaba,5,1
Championnat D1 2015/2016,18.03.2016,Tidjikja,Ksar,1,0
Championnat D1 2015/2016,13.03.2016,Ksar,ASAC Concorde,3,1
Championnat D1 2015/2016,13.03.2016,Police,SNIM,1,2
Championnat D1 2015/2016,12.03.2016,Armee,Garde Nationale,1,1
Championnat D1 2015/2016,12.03.2016,Ittihad Assaba,Tidjikja,1,1
Championnat D1 2015/2016,12.03.2016,Kedia,Toujounine,1,1
Championnat D1 2015/2016,12.03.2016,Nouadhibou,Nouakchott King's,4,0
Championnat D1 2015/2016,29.02.2016,Armee,Nouadhibou,0,1
Championnat D1 2015/2016,27.02.2016,Garde Nationale,SNIM,2,0
Championnat D1 2015/2016,27.02.2016,Nouakchott King's,Kedia,6,0
Championnat D1 2015/2016,27.02.2016,Tevragh-Zeina,Police,1,1
Championnat D1 2015/2016,26.02.2016,Toujounine,Ksar,0,2
Championnat D1 2015/2016,25.02.2016,ASAC Concorde,Ittihad Assaba,10,1
Championnat D1 2015/2016,21.02.2016,Nouadhibou,Garde Nationale,0,0
Championnat D1 2015/2016,20.02.2016,Ittihad Assaba,Toujounine,0,1
Championnat D1 2015/2016,20.02.2016,Kedia,Armee,0,0
Championnat D1 2015/2016,20.02.2016,Ksar,Nouakchott King's,0,0
Championnat D1 2015/2016,20.02.2016,SNIM,Tevragh-Zeina,0,1
Championnat D1 2015/2016,19.02.2016,Police,Tidjikja,0,2
Championnat D1 2015/2016,14.02.2016,ASAC Concorde,Police,2,2
Championnat D1 2015/2016,14.02.2016,Nouakchott King's,Ittihad Assaba,2,0
Championnat D1 2015/2016,13.02.2016,Armee,Ksar,0,3
Championnat D1 2015/2016,13.02.2016,Garde Nationale,Tevragh-Zeina,1,2
Championnat D1 2015/2016,13.02.2016,Nouadhibou,Kedia,3,0
Championnat D1 2015/2016,12.02.2016,Tidjikja,SNIM,2,2
Championnat D1 2015/2016,30.01.2016,Ittihad Assaba,Armee,0,2
