season,date,home_team,away_team,home_goals,away_goals
Ligue 1 2024/2025,04.05.,Inter Nouakchott,Al-Merreikh,0,2
Ligue 1 2024/2025,03.05.,Nzeidane,Pompiers,2,2
Ligue 1 2024/2025,02.05.,Al-Hilal Omdurman,SNIM,2,1
Ligue 1 2024/2025,29.04.,Al-Hilal Omdurman,Garde Nationale,3,0
Ligue 1 2024/2025,29.04.,Nouadhibou,Ksar,3,0
Ligue 1 2024/2025,27.04.,Gendrim,Nouakchott King's,0,2
Ligue 1 2024/2025,26.04.,Al-Merreikh,Douane,2,1
Ligue 1 2024/2025,26.04.,Kaedi,Chemal,1,0
Ligue 1 2024/2025,26.04.,Nzeidane,Inter Nouakchott,0,0
Ligue 1 2024/2025,26.04.,Pompiers,Toulde,4,0
Ligue 1 2024/2025,26.04.,Tevragh-Zeina,SNIM,1,0
Ligue 1 2024/2025,25.04.,Ksar,Al-Hilal Omdurman,3,0
Ligue 1 2024/2025,16.04.,Garde Nationale,Al-Hilal Omdurman,0,5
Ligue 1 2024/2025,14.04.,Chemal,Gendrim,1,0
Ligue 1 2024/2025,13.04.,Douane,Nzeidane,2,1
Ligue 1 2024/2025,13.04.,Nouakchott King's,Nouadhibou,1,1
Ligue 1 2024/2025,12.04.,Ksar,Tevragh-Zeina,0,0
Ligue 1 2024/2025,12.04.,SNIM,Al-Merreikh,1,0
Ligue 1 2024/2025,12.04.,Toulde,Al-Hilal Omdurman,0,1
Ligue 1 2024/2025,11.04.,Garde Nationale,Kaedi,3,2
Ligue 1 2024/2025,11.04.,Inter Nouakchott,Pompiers,2,0
Ligue 1 2024/2025,05.04.,Inter Nouakchott,Douane,2,2
Ligue 1 2024/2025,05.04.,Kaedi,Toulde,1,1
Ligue 1 2024/2025,05.04.,Nouadhibou,Chemal,1,0
Ligue 1 2024/2025,05.04.,Nzeidane,SNIM,2,2
Ligue 1 2024/2025,05.04.,Tevragh-Zeina,Nouakchott King's,2,2
Ligue 1 2024/2025,04.04.,Al-Merreikh,Ksar,2,3
Ligue 1 2024/2025,04.04.,Gendrim,Garde Nationale,1,0
Ligue 1 2024/2025,30.03.,Nouakchott King's,Al-Merreikh,1,1
Ligue 1 2024/2025,29.03.,Garde Nationale,Nouadhibou,1,0
Ligue 1 2024/2025,28.03.,Douane,Pompiers,0,0
Ligue 1 2024/2025,27.03.,Chemal,Tevragh-Zeina,1,1
Ligue 1 2024/2025,27.03.,SNIM,Inter Nouakchott,3,0
Ligue 1 2024/2025,27.03.,Toulde,Gendrim,1,1
Ligue 1 2024/2025,26.03.,Ksar,Nzeidane,1,2
Ligue 1 2024/2025,18.03.,Inter Nouakchott,Ksar,0,0
Ligue 1 2024/2025,17.03.,Tevragh-Zeina,Garde Nationale,2,0
Ligue 1 2024/2025,16.03.,Nouadhibou,Toulde,2,1
Ligue 1 2024/2025,16.03.,Pompiers,Kaedi,2,2
Ligue 1 2024/2025,15.03.,Al-Merreikh,Chemal,1,2
Ligue 1 2024/2025,15.03.,Douane,SNIM,2,1
Ligue 1 2024/2025,14.03.,Nzeidane,Nouakchott King's,0,0
Ligue 1 2024/2025,12.03.,Ksar,Douane,1,2
Ligue 1 2024/2025,11.03.,Nouakchott King's,Inter Nouakchott,2,1
Ligue 1 2024/2025,11.03.,Toulde,Tevragh-Zeina,0,2
Ligue 1 2024/2025,10.03.,Garde Nationale,Al-Merreikh,0,1
Ligue 1 2024/2025,10.03.,Kaedi,Gendrim,3,4
Ligue 1 2024/2025,09.03.,Chemal,Nzeidane,2,0
Ligue 1 2024/2025,09.03.,SNIM,Pompiers,0,0
Ligue 1 2024/2025,09.03.,Al-Hilal Omdurman,Toulde,4,0
Ligue 1 2024/2025,06.03.,Douane,Nouakchott King's,0,0
Ligue 1 2024/2025,06.03.,Nouadhibou,Kaedi,3,1
Ligue 1 2024/2025,05.03.,Nzeidane,Garde Nationale,2,1
Ligue 1 2024/2025,05.03.,Tevragh-Zeina,Al-Hilal Omdurman,0,1
Ligue 1 2024/2025,04.03.,Inter Nouakchott,Chemal,1,1
Ligue 1 2024/2025,04.03.,SNIM,Ksar,1,0
Ligue 1 2024/2025,04.03.,Toulde,Al-Merreikh,0,3
Ligue 1 2024/2025,03.03.,Pompiers,Gendrim,3,1
Ligue 1 2024/2025,27.02.,Chemal,Douane,0,0
Ligue 1 2024/2025,27.02.,Kaedi,Tevragh-Zeina,1,4
Ligue 1 2024/2025,27.02.,Nouakchott King's,SNIM,2,0
Ligue 1 2024/2025,26.02.,Al-Hilal Omdurman,Al-Merreikh,0,1
Ligue 1 2024/2025,26.02.,Garde Nationale,Inter Nouakchott,2,2
Ligue 1 2024/2025,26.02.,Toulde,Nzeidane,2,0
Ligue 1 2024/2025,25.02.,Gendrim,Nouadhibou,0,3
Ligue 1 2024/2025,25.02.,Ksar,Pompiers,1,0
Ligue 1 2024/2025,22.02.,Douane,Garde Nationale,3,2
Ligue 1 2024/2025,22.02.,Kaedi,Al-Merreikh,0,3
Ligue 1 2024/2025,21.02.,Nzeidane,Al-Hilal Omdurman,1,2
Ligue 1 2024/2025,21.02.,Pompiers,Nouadhibou,1,1
Ligue 1 2024/2025,21.02.,SNIM,Chemal,0,1
Ligue 1 2024/2025,20.02.,Inter Nouakchott,Toulde,4,0
Ligue 1 2024/2025,20.02.,Ksar,Nouakchott King's,1,1
Ligue 1 2024/2025,20.02.,Tevragh-Zeina,Gendrim,0,1
Ligue 1 2024/2025,16.02.,Al-Hilal Omdurman,Inter Nouakchott,3,0
Ligue 1 2024/2025,16.02.,Chemal,Ksar,0,0
Ligue 1 2024/2025,16.02.,Kaedi,Nzeidane,2,2
Ligue 1 2024/2025,15.02.,Garde Nationale,SNIM,1,1
Ligue 1 2024/2025,15.02.,Gendrim,Al-Merreikh,1,1
Ligue 1 2024/2025,15.02.,Nouadhibou,Tevragh-Zeina,1,1
Ligue 1 2024/2025,15.02.,Toulde,Douane,0,1
Ligue 1 2024/2025,14.02.,Nouakchott King's,Pompiers,0,1
Ligue 1 2024/2025,11.02.,Al-Hilal Omdurman,Kaedi,1,1
Ligue 1 2024/2025,09.02.,Al-Merreikh,Nouadhibou,1,2
Ligue 1 2024/2025,09.02.,Ksar,Garde Nationale,0,1
Ligue 1 2024/2025,08.02.,Douane,Al-Hilal Omdurman,0,3
Ligue 1 2024/2025,08.02.,Nouakchott King's,Chemal,2,2
Ligue 1 2024/2025,08.02.,Nzeidane,Gendrim,0,0
Ligue 1 2024/2025,08.02.,SNIM,Toulde,2,0
Ligue 1 2024/2025,07.02.,Inter Nouakchott,Kaedi,3,2
Ligue 1 2024/2025,07.02.,Pompiers,Tevragh-Zeina,1,1
Ligue 1 2024/2025,22.01.,Al-Merreikh,Tevragh-Zeina,3,1
Ligue 1 2024/2025,22.01.,Chemal,Pompiers,1,1
Ligue 1 2024/2025,20.01.,Douane,Kaedi,3,1
Ligue 1 2024/2025,20.01.,Ksar,Toulde,0,1
Ligue 1 2024/2025,19.01.,Inter Nouakchott,Gendrim,1,0
Ligue 1 2024/2025,19.01.,Nouakchott King's,Garde Nationale,0,0
Ligue 1 2024/2025,19.01.,Nzeidane,Nouadhibou,0,2
Ligue 1 2024/2025,18.01.,Chemal,Al-Merreikh,2,0
Ligue 1 2024/2025,14.01.,Garde Nationale,Chemal,0,2
Ligue 1 2024/2025,14.01.,Pompiers,Al-Merreikh,2,1
Ligue 1 2024/2025,14.01.,Tevragh-Zeina,Nzeidane,2,0
Ligue 1 2024/2025,13.01.,Gendrim,Douane,1,3
Ligue 1 2024/2025,13.01.,Nouadhibou,Inter Nouakchott,2,1
Ligue 1 2024/2025,13.01.,Toulde,Nouakchott King's,0,1
Ligue 1 2024/2025,12.01.,Kaedi,SNIM,1,0
Ligue 1 2024/2025,10.01.,Al-Merreikh,Nzeidane,1,1
Ligue 1 2024/2025,10.01.,Garde Nationale,Pompiers,0,1
Ligue 1 2024/2025,09.01.,Douane,Nouadhibou,0,0
Ligue 1 2024/2025,08.01.,Chemal,Toulde,4,1
Ligue 1 2024/2025,08.01.,Nouakchott King's,Al-Hilal Omdurman,0,0
Ligue 1 2024/2025,07.01.,Inter Nouakchott,Tevragh-Zeina,3,1
Ligue 1 2024/2025,07.01.,Ksar,Kaedi,1,3
Ligue 1 2024/2025,07.01.,SNIM,Gendrim,0,0
Ligue 1 2024/2025,06.01.,Al-Merreikh,Garde Nationale,0,1
Ligue 1 2024/2025,02.01.,Kaedi,Nouakchott King's,3,3
Ligue 1 2024/2025,02.01.,Nouadhibou,SNIM,2,1
Ligue 1 2024/2025,02.01.,Tevragh-Zeina,Douane,0,0
Ligue 1 2024/2025,01.01.,Al-Merreikh,Inter Nouakchott,0,1
Ligue 1 2024/2025,01.01.,Gendrim,Ksar,1,0
Ligue 1 2024/2025,31.12.2024,Al-Hilal Omdurman,Chemal,0,1
Ligue 1 2024/2025,31.12.2024,Pompiers,Nzeidane,1,0
Ligue 1 2024/2025,28.12.2024,Toulde,Garde Nationale,0,2
Ligue 1 2024/2025,15.12.2024,Inter Nouakchott,Nzeidane,2,2
Ligue 1 2024/2025,14.12.2024,Chemal,Kaedi,0,1
Ligue 1 2024/2025,14.12.2024,Nouakchott King's,Gendrim,2,1
Ligue 1 2024/2025,14.12.2024,SNIM,Tevragh-Zeina,1,1
Ligue 1 2024/2025,14.12.2024,Toulde,Pompiers,2,2
Ligue 1 2024/2025,13.12.2024,Douane,Al-Merreikh,2,2
Ligue 1 2024/2025,13.12.2024,Ksar,Nouadhibou,0,1
Ligue 1 2024/2025,09.12.2024,Al-Merreikh,SNIM,1,0
Ligue 1 2024/2025,09.12.2024,Gendrim,Chemal,0,2
Ligue 1 2024/2025,08.12.2024,Nzeidane,Douane,3,5
Ligue 1 2024/2025,07.12.2024,Kaedi,Garde Nationale,1,0
Ligue 1 2024/2025,07.12.2024,Tevragh-Zeina,Ksar,1,0
Ligue 1 2024/2025,06.12.2024,Nouadhibou,Nouakchott King's,1,0
Ligue 1 2024/2025,06.12.2024,Pompiers,Inter Nouakchott,1,0
Ligue 1 2024/2025,05.12.2024,Al-Merreikh,Toulde,3,0
Ligue 1 2024/2025,03.12.2024,SNIM,Nzeidane,3,2
Ligue 1 2024/2025,02.12.2024,Chemal,Nouadhibou,0,2
Ligue 1 2024/2025,02.12.2024,Nouakchott King's,Tevragh-Zeina,2,1
Ligue 1 2024/2025,01.12.2024,Al-Hilal Omdurman,Pompiers,2,1
Ligue 1 2024/2025,01.12.2024,Garde Nationale,Gendrim,1,2
Ligue 1 2024/2025,30.11.2024,Douane,Inter Nouakchott,0,2
Ligue 1 2024/2025,30.11.2024,Ksar,Al-Merreikh,0,1
Ligue 1 2024/2025,30.11.2024,Toulde,Kaedi,0,0
Ligue 1 2024/2025,24.11.2024,Al-Merreikh,Nouakchott King's,1,1
Ligue 1 2024/2025,24.11.2024,Gendrim,Toulde,3,1
Ligue 1 2024/2025,23.11.2024,Inter Nouakchott,SNIM,0,0
Ligue 1 2024/2025,23.11.2024,Nzeidane,Ksar,1,1
Ligue 1 2024/2025,23.11.2024,Tevragh-Zeina,Chemal,0,1
Ligue 1 2024/2025,22.11.2024,Nouadhibou,Garde Nationale,0,0
Ligue 1 2024/2025,22.11.2024,Pompiers,Douane,0,1
Ligue 1 2024/2025,10.11.2024,Kaedi,Pompiers,1,0
Ligue 1 2024/2025,09.11.2024,Ksar,Inter Nouakchott,0,0
Ligue 1 2024/2025,09.11.2024,Nouakchott King's,Nzeidane,0,0
Ligue 1 2024/2025,09.11.2024,Toulde,Nouadhibou,0,1
Ligue 1 2024/2025,08.11.2024,Al-Hilal Omdurman,Gendrim,1,0
Ligue 1 2024/2025,08.11.2024,Garde Nationale,Tevragh-Zeina,1,3
Ligue 1 2024/2025,08.11.2024,SNIM,Douane,0,0
Ligue 1 2024/2025,04.11.2024,Nouadhibou,Al-Hilal Omdurman,0,0
Ligue 1 2024/2025,03.11.2024,Gendrim,Kaedi,1,1
Ligue 1 2024/2025,03.11.2024,Inter Nouakchott,Nouakchott King's,1,2
Ligue 1 2024/2025,03.11.2024,Tevragh-Zeina,Toulde,0,0
Ligue 1 2024/2025,02.11.2024,Douane,Ksar,0,1
Ligue 1 2024/2025,02.11.2024,Nzeidane,Chemal,2,0
Ligue 1 2024/2025,02.11.2024,Pompiers,SNIM,1,0
Ligue 1 2024/2025,29.10.2024,Al-Hilal Omdurman,Tevragh-Zeina,2,0
Ligue 1 2024/2025,29.10.2024,Kaedi,Nouadhibou,0,0
Ligue 1 2024/2025,29.10.2024,Nouakchott King's,Douane,1,1
Ligue 1 2024/2025,28.10.2024,Garde Nationale,Nzeidane,0,3
Ligue 1 2024/2025,28.10.2024,Ksar,SNIM,1,0
Ligue 1 2024/2025,25.10.2024,Chemal,Inter Nouakchott,3,0
Ligue 1 2024/2025,25.10.2024,Gendrim,Pompiers,0,0
Ligue 1 2024/2025,24.10.2024,Al-Hilal Omdurman,Douane,1,1
Ligue 1 2024/2025,23.10.2024,Nouadhibou,Al-Merreikh,0,0
Ligue 1 2024/2025,20.10.2024,Inter Nouakchott,Garde Nationale,2,1
Ligue 1 2024/2025,20.10.2024,Pompiers,Ksar,1,1
Ligue 1 2024/2025,19.10.2024,Al-Merreikh,Al-Hilal Omdurman,0,2
Ligue 1 2024/2025,19.10.2024,Douane,Chemal,3,2
Ligue 1 2024/2025,19.10.2024,Nzeidane,Toulde,3,0
Ligue 1 2024/2025,19.10.2024,SNIM,Nouakchott King's,0,1
Ligue 1 2024/2025,19.10.2024,Tevragh-Zeina,Kaedi,1,0
Ligue 1 2024/2025,18.10.2024,Nouadhibou,Gendrim,0,1
Ligue 1 2024/2025,02.10.2024,Al-Merreikh,Kaedi,4,0
Ligue 1 2024/2025,01.10.2024,Al-Hilal Omdurman,Nzeidane,5,0
Ligue 1 2024/2025,01.10.2024,Gendrim,Tevragh-Zeina,2,0
Ligue 1 2024/2025,01.10.2024,Toulde,Inter Nouakchott,0,1
Ligue 1 2024/2025,29.09.2024,Garde Nationale,Douane,0,2
Ligue 1 2024/2025,29.09.2024,Nouakchott King's,Ksar,1,0
Ligue 1 2024/2025,28.09.2024,Chemal,SNIM,0,0
Ligue 1 2024/2025,28.09.2024,Nouadhibou,Pompiers,1,0
Ligue 1 2024/2025,27.09.2024,Al-Merreikh,Gendrim,1,0
Ligue 1 2024/2025,26.09.2024,Inter Nouakchott,Al-Hilal Omdurman,1,4
Ligue 1 2024/2025,21.09.2024,Douane,Toulde,1,1
Ligue 1 2024/2025,21.09.2024,Nzeidane,Kaedi,0,0
Ligue 1 2024/2025,21.09.2024,SNIM,Garde Nationale,1,0
Ligue 1 2024/2025,20.09.2024,Tevragh-Zeina,Nouadhibou,1,0
Ligue 1 2024/2025,19.09.2024,Ksar,Chemal,1,2
Ligue 1 2024/2025,19.09.2024,Pompiers,Nouakchott King's,3,0
Ligue 1 2024/2025,15.09.2024,Gendrim,Nzeidane,1,0
Ligue 1 2024/2025,15.09.2024,Tevragh-Zeina,Pompiers,3,0
Ligue 1 2024/2025,15.09.2024,Toulde,SNIM,3,2
Ligue 1 2024/2025,14.09.2024,Chemal,Nouakchott King's,0,1
Ligue 1 2024/2025,14.09.2024,Garde Nationale,Ksar,0,1
Ligue 1 2024/2025,14.09.2024,Kaedi,Inter Nouakchott,1,0
